,Unnamed: 0,Unnamed: 0.1,CDSCode,School,District,County,Street,City,Zip,State,Latitude,Longitude,type,grade_0,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Ungraded Elementary Enrollmnet,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Ungraded Secondary Enrollment,Total Enrollment,sw_rank_2108,sw_rank_2017,sw_rank_2016,ss_rank_2018_,ss_rank_2017,ss_rank_2016,nodeID,parcel_id_school
0,0,0,1100170112607,Envision Academy for Arts & Technology,Alameda County Office of Education,Alameda,1515 Webster Street,Oakland,94612-3355,CA,37.80452,-122.26815,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,115.0,97.0,81.0,0.0,403.0,4.0,3.0,2.0,,5.0,4.0,53082889,6103
1,1,1,1100170123968,Community School for Creative Education,Alameda County Office of Education,Alameda,2111 International Boulevard,Oakland,94606-4903,CA,37.784648,-122.23863,public,1,1,1,1,1,1,1,1,1,0,0,0,0,53.0,24.0,27.0,21.0,25.0,22.0,19.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,2.0,1.0,2.0,,1.0,5.0,53087346,24358
2,2,2,1100170124172,Yu Ming Charter,Alameda County Office of Education,Alameda,1086 Alcatraz Avenue,Oakland,94608-1265,CA,37.847375,-122.28356,public,1,1,1,1,1,1,1,1,0,0,0,0,0,53.0,53.0,53.0,53.0,52.0,53.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0,10.0,10.0,10.0,,6.0,6.0,53126420,23218
3,3,3,1100170125567,Urban Montessori Charter,Alameda County Office of Education,Alameda,5328 Brann Street,Oakland,94619-3312,CA,37.77835200000001,-122.1895,public,1,1,1,1,1,1,1,1,0,0,0,0,0,59.0,71.0,68.0,60.0,60.0,37.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,6.0,6.0,6.0,,1.0,1.0,53097173,54245
4,4,4,1100170130401,Alameda County Juvenile Hall/Court,Alameda County Office of Education,Alameda,2500 Fairmont Avenue,San Leandro,94578-1005,CA,37.712878,-122.11173,public,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,13.0,25.0,39.0,0.0,87.0,,,,,,,718372425,196545
5,5,5,1100170130419,Alameda County Community,Alameda County Office of Education,Alameda,313 West Winton Avenue,Hayward,94544-1136,CA,37.658212,-122.09713,public,0,0,0,0,0,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,24.0,71.0,133.0,0.0,242.0,,,,,,,53073337,267847
6,6,6,1100170131581,Oakland Unity Middle,Alameda County Office of Education,Alameda,7200 Bancroft Avenue Suite 261,Oakland,94605-2403,CA,37.768221,-122.17616,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,60.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,2.0,1.0,2.0,,6.0,8.0,4861130833,62094
7,7,7,1100170136101,Connecting Waters Charter - East Bay,Alameda County Office of Education,Alameda,703 C Street,Union City,94587-2195,CA,37.603623,-122.0253,public,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,9.0,,,,,,53069566,299249
8,8,8,1100170136226,Opportunity Academy,Alameda County Office of Education,Alameda,2300 International Boulevard,Oakland,94601-1019,CA,37.783496,-122.23538,public,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,53087351,24963
9,9,9,1100170137448,Aurum Preparatory Academy,Alameda County Office of Education,Alameda,1034 66th Avenue,Oakland,94621-3536,CA,37.758631,-122.19604,public,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,53087419,67879
10,10,10,1100176001788,Cox Academy,Alameda County Office of Education,Alameda,9860 Sunnyside Street,Oakland,94603-2750,CA,37.746513,-122.16182,public,1,1,1,1,1,1,0,0,0,0,0,0,0,117.0,90.0,89.0,99.0,97.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,2.0,2.0,1.0,,2.0,1.0,53118118,79321
11,11,11,1100176002000,Lazear Charter Academy,Alameda County Office of Education,Alameda,824 29th Avenue,Oakland,94601-2205,CA,37.776239,-122.23207,public,1,1,1,1,1,1,1,1,1,0,0,0,0,71.0,49.0,36.0,47.0,53.0,53.0,54.0,56.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,4.0,1.0,1.0,,2.0,2.0,678887086,24239
12,12,12,1100176106751,Alameda County Special Education,Alameda County Office of Education,Alameda,313 West Winton Avenue,Hayward,94544-1136,CA,37.658212,-122.09713,public,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,53073337,267847
13,13,13,1316090131755,California School for the Blind,California School for the Blind (State Special Schl),Alameda,500 Walnut Avenue,Fremont,94536-4365,CA,37.562576,-121.96563,public,0,0,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,8.0,0.0,3.0,6.0,5.0,9.0,0.0,39.0,,,,,,,1666819835,316109
14,14,14,1316170131763,California School for the Deaf-Fremont,California School for the Deaf-Fremont (State Special Schl),Alameda,39350 Gallaudet Drive,Fremont,94538-2308,CA,37.558956,-121.96551,public,1,1,1,1,1,1,1,1,1,1,1,1,1,14.0,13.0,13.0,17.0,16.0,22.0,25.0,29.0,35.0,0.0,35.0,35.0,40.0,86.0,0.0,380.0,1.0,,,,,,1666819835,317280
15,15,15,1611190106401,Alameda Science and Technology Institute,Alameda Unified,Alameda,555 Ralph Appezzato Memorial Pkwy,Alameda,94501-2109,CA,37.780753,-122.2793,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,44.0,45.0,44.0,0.0,183.0,10.0,10.0,,,,,1059024792,152680
16,16,16,1611190111765,Ruby Bridges Elementary,Alameda Unified,Alameda,351 Jack London Avenue,Alameda,94501-3901,CA,37.781834,-122.28614,public,1,1,1,1,1,1,0,0,0,0,0,0,0,59.0,96.0,76.0,83.0,101.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,4.0,3.0,4.0,,2.0,2.0,1056952586,152170
17,17,17,1611190119222,Nea Community Learning Center,Alameda Unified,Alameda,1900 Third Street,Alameda,94501-1851,CA,37.779051,-122.28703,public,1,1,1,1,1,1,1,1,1,1,1,1,1,48.0,48.0,48.0,52.0,52.0,53.0,24.0,44.0,45.0,0.0,36.0,27.0,35.0,16.0,0.0,528.0,5.0,5.0,6.0,,1.0,2.0,53069771,144148
18,18,18,1611190122085,The Academy of Alameda,Alameda Unified,Alameda,401 Pacific Avenue,Alameda,94501-1837,CA,37.776497,-122.28582,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,169.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,8.0,8.0,8.0,,9.0,8.0,53041198,144174
19,19,19,1611190126656,Maya Lin,Alameda Unified,Alameda,825 Taylor Street,Alameda,94501-3411,CA,37.772724,-122.27188999999998,public,1,1,1,1,1,1,0,0,0,0,0,0,0,76.0,53.0,49.0,46.0,54.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,7.0,6.0,,,,,53085052,142782
20,20,20,1611190130229,Alameda High,Alameda Unified,Alameda,2201 Encinal Avenue,Alameda,94501-4406,CA,37.764294,-122.24807,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,436.0,447.0,419.0,40.0,1786.0,9.0,10.0,10.0,,5.0,7.0,53127645,139346
21,21,21,1611190130609,Alameda Community Learning Center,Alameda Unified,Alameda,1900 Third Street,Alameda,94501-1851,CA,37.779051,-122.28703,public,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,48.0,59.0,60.0,0.0,52.0,52.0,51.0,52.0,0.0,374.0,8.0,9.0,10.0,,5.0,7.0,53069771,144148
22,22,22,1611190130625,Alternatives in Action,Alameda Unified,Alameda,6221 East 17th St,Oakland,94621-4107,CA,37.764464,-122.1954,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,55.0,39.0,30.0,0.0,171.0,,,,,,,53087419,60038
23,23,23,1611190131805,The Academy of Alameda Elementary,Alameda Unified,Alameda,401 Pacific Avenue,Alameda,94501-1837,CA,37.77693,-122.28528,public,1,1,1,1,0,0,0,0,0,0,0,0,0,48.0,47.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,5.0,,,,,,53041198,144145
24,24,24,1611190132142,Encinal Junior/Senior High,Alameda Unified,Alameda,210 Central Avenue,Alameda,94501-3246,CA,37.772765,-122.289,public,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,105.0,112.0,84.0,0.0,251.0,263.0,283.0,245.0,0.0,1343.0,7.0,6.0,7.0,,4.0,,1234594529,144318
25,25,25,1611190134304,Island High (Continuation),Alameda Unified,Alameda,500 Pacific Avenue,Alameda,94501-2125,CA,37.775722,-122.28124,public,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,99.0,0.0,128.0,,,,,,,3104722830,143673
26,26,26,1611190138214,Alameda Unified Special Education,Alameda Unified,Alameda,2060 Challenger Drive,Alameda,94501-1037,CA,37.782212,-122.27008,public,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1313977231,150911
27,27,27,1611196090005,Donald D. Lum Elementary,Alameda Unified,Alameda,420 Grand Street,Alameda,94501-5941,CA,37.761327,-122.26245,public,0,0,0,0,1,1,0,0,0,0,0,0,0,94.0,77.0,77.0,88.0,94.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,9.0,9.0,9.0,,9.0,6.0,53108185,148179
28,28,28,1611196090013,Edison Elementary,Alameda Unified,Alameda,2700 Buena Vista Avenue,Alameda,94501-1610,CA,37.765083,-122.23421,public,1,1,1,1,1,1,0,0,0,0,0,0,0,69.0,74.0,71.0,76.0,76.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,9.0,9.0,9.0,,6.0,5.0,261215418,137560
29,29,29,1611196090021,Frank Otis Elementary,Alameda Unified,Alameda,3010 Fillmore Street,Alameda,94501-5544,CA,37.754029,-122.23799,public,1,1,1,1,1,1,0,0,0,0,0,0,0,97.0,99.0,100.0,94.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,9.0,9.0,9.0,,3.0,5.0,53089110,134762
30,30,30,1611196090039,Franklin Elementary,Alameda Unified,Alameda,1433 San Antonio Avenue,Alameda,94501-4039,CA,37.769036,-122.2616,public,1,1,1,1,1,1,0,0,0,0,0,0,0,47.0,74.0,50.0,49.0,57.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,9.0,9.0,9.0,,7.0,5.0,295969404,141156
31,31,31,1611196090047,Henry Haight Elementary,Alameda Unified,Alameda,2025 Santa Clara Avenue,Alameda,94501-2720,CA,37.769332,-122.25106,public,1,1,1,1,1,1,0,0,0,0,0,0,0,105.0,56.0,64.0,70.0,81.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,8.0,7.0,7.0,,7.0,6.0,53127645,139746
32,32,32,1611196090054,Lincoln Middle,Alameda Unified,Alameda,1250 Fernside Boulevard,Alameda,94501-4808,CA,37.752242,-122.23276,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,291.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,833.0,10.0,10.0,10.0,,8.0,7.0,2430994932,134377
33,33,33,1611196090112,Will C. Wood Middle,Alameda Unified,Alameda,420 Grand Street,Alameda,94501-5941,CA,37.763031,-122.26192,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,156.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,7.0,6.0,6.0,,6.0,7.0,53108185,147948
34,34,34,1611196090120,William G. Paden Elementary,Alameda Unified,Alameda,444 Central Avenue,Alameda,94501-3615,CA,37.771566,-122.28446,public,1,1,1,1,1,1,0,0,0,0,0,0,0,66.0,47.0,45.0,50.0,47.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,8.0,8.0,8.0,,6.0,8.0,53114501,143895
35,35,35,1611196100374,Amelia Earhart Elementary,Alameda Unified,Alameda,400 Packet Landing Road,Alameda,94502-6534,CA,37.745289,-122.23928,public,1,1,1,1,1,1,0,0,0,0,0,0,0,127.0,97.0,100.0,101.0,93.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,10.0,10.0,10.0,,8.0,6.0,53114046,150472
36,36,36,1611196110779,Bay Farm,Alameda Unified,Alameda,200 Aughinbaugh Way,Alameda,94502-7451,CA,37.738998,-122.25195,public,1,1,1,1,1,1,1,1,1,0,0,0,0,75.0,75.0,72.0,75.0,93.0,96.0,54.0,60.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,637.0,10.0,10.0,10.0,,5.0,2.0,603312290,149004
37,37,37,1611270130294,MacGregor High (Continuation),Albany City Unified,Alameda,603 Key Route Blvd,Albany,94706-1422,CA,37.89642,-122.29211,public,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,7.0,,,,,,,261736298,133612
38,38,38,1611270130450,Albany High,Albany City Unified,Alameda,603 Key Route Boulevard,Albany,94706-1422,CA,37.896661,-122.29257,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,299.0,293.0,295.0,0.0,1164.0,10.0,10.0,10.0,,9.0,10.0,261736298,133613
39,39,39,1611276090146,Cornell Elementary,Albany City Unified,Alameda,920 Talbot Avenue,Albany,94706-2020,CA,37.889826,-122.29518,public,1,1,1,1,1,1,0,0,0,0,0,0,0,82.0,91.0,89.0,96.0,106.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,10.0,10.0,10.0,,4.0,5.0,53027875,131100
40,40,40,1611276090161,Albany Middle,Albany City Unified,Alameda,1259 Brighton Avenue,Albany,94706-1336,CA,37.897851,-122.2953,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,325.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,919.0,9.0,10.0,10.0,,7.0,7.0,53024965,133572
41,41,41,1611276095376,Marin Elementary,Albany City Unified,Alameda,1001 Santa Fe Avenue,Albany,94706-2341,CA,37.888559,-122.28817,public,1,1,1,1,1,1,0,0,0,0,0,0,0,81.0,85.0,88.0,86.0,81.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,10.0,10.0,10.0,,4.0,5.0,53056317,130758
42,42,42,1611276116222,Ocean View Elementary,Albany City Unified,Alameda,1000 Jackson Street,Albany,94706-1904,CA,37.887539,-122.30092,public,1,1,1,1,1,1,0,0,0,0,0,0,0,124.0,63.0,66.0,103.0,102.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,9.0,10.0,9.0,,9.0,9.0,53056297,131729
43,43,43,1611430122804,Berkeley Special Education Preschool,Berkeley Unified,Alameda,2134 Martin Luther King Junior Way,Berkeley,94704-1180,CA,37.869954,-122.27283,public,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,53116963,114365
44,44,44,1611430131177,Berkeley High,Berkeley Unified,Alameda,1980 Allston Way,Berkeley,94704-1463,CA,37.868913,-122.2712,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,714.0,747.0,781.0,1.0,3018.0,8.0,7.0,9.0,,3.0,8.0,53116966,114352
45,45,45,1611430134924,Berkeley Technology Academy,Berkeley Unified,Alameda,2701 Martin Luther King Junior Way,Berkeley,94704-2165,CA,37.85974,-122.27171,public,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,44.0,0.0,62.0,,,,,,,53020968,108382
46,46,46,1611430138552,REALM Charter,Berkeley Unified,Alameda,2023 Eighth Street,Berkeley,94710-2026,CA,37.867407,-122.29489,public,0,0,0,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,240448872,113210
47,47,47,1611436056857,Martin Luther King Middle,Berkeley Unified,Alameda,1781 Rose Street,Berkeley,94703-1048,CA,37.881113,-122.277,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,336.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.0,10.0,9.0,9.0,,9.0,9.0,53146071,118479
48,48,48,1611436056865,Willard Middle,Berkeley Unified,Alameda,2425 Stuart Street,Berkeley,94705-1209,CA,37.859666,-122.25862,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,194.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,9.0,8.0,8.0,,8.0,7.0,53099283,107574
49,49,49,1611436090187,Rosa Parks Environmental Science,Berkeley Unified,Alameda,920 Allston Way,Berkeley,94710-2389,CA,37.865652,-122.29471,public,1,1,1,1,1,1,0,0,0,0,0,0,0,70.0,75.0,65.0,81.0,81.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,9.0,8.0,9.0,,7.0,7.0,240448872,113132
50,50,50,1611436090195,Cragmont Elementary,Berkeley Unified,Alameda,830 Regal Road,Berkeley,94708-1308,CA,37.892673,-122.26355,public,1,1,1,1,1,1,0,0,0,0,0,0,0,46.0,56.0,77.0,77.0,73.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,8.0,8.0,9.0,,5.0,9.0,53056374,127527
51,51,51,1611436090211,Emerson Elementary,Berkeley Unified,Alameda,2800 Forest Avenue,Berkeley,94705-1309,CA,37.86149,-122.25111,public,1,1,1,1,1,1,0,0,0,0,0,0,0,56.0,40.0,61.0,42.0,55.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,9.0,10.0,9.0,,9.0,10.0,267632093,108000
52,52,52,1611436090252,Jefferson Elementary,Berkeley Unified,Alameda,1400 Ada Street,Berkeley,94702-1217,CA,37.87892100000001,-122.28521,public,1,1,1,1,1,1,0,0,0,0,0,0,0,67.0,80.0,84.0,41.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,10.0,9.0,10.0,,7.0,9.0,53019152,120790
53,53,53,1611436090278,Sylvia Mendez Elementary,Berkeley Unified,Alameda,2241 Russell Street,Berkeley,94705-1029,CA,37.857352,-122.26231,public,1,1,1,1,1,1,0,0,0,0,0,0,0,90.0,62.0,56.0,58.0,45.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,8.0,7.0,7.0,,8.0,6.0,53084138,105559
54,54,54,1611436090286,Malcolm X Elementary,Berkeley Unified,Alameda,1731 Prince Street,Berkeley,94703-2464,CA,37.8522,-122.27373,public,1,1,1,1,1,1,0,0,0,0,0,0,0,110.0,78.0,105.0,108.0,72.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.0,9.0,9.0,9.0,,6.0,8.0,275782495,104321
55,55,55,1611436090294,Longfellow Arts and Technology Middle,Berkeley Unified,Alameda,1500 Derby Street,Berkeley,94703-1817,CA,37.858687,-122.28,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,163.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,6.0,6.0,6.0,,7.0,8.0,240469682,109588
56,56,56,1611436090302,Oxford Elementary,Berkeley Unified,Alameda,1130 Oxford Street,Berkeley,94707-2624,CA,37.887796,-122.26827,public,1,1,1,1,1,1,0,0,0,0,0,0,0,35.0,60.0,42.0,58.0,50.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,9.0,8.0,8.0,,7.0,8.0,239669144,122989
57,57,57,1611436090310,Thousand Oaks Elementary,Berkeley Unified,Alameda,840 Colusa Avenue,Berkeley,94707-1858,CA,37.893082,-122.2804,public,1,1,1,1,1,1,0,0,0,0,0,0,0,68.0,66.0,67.0,82.0,71.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,6.0,7.0,7.0,,4.0,4.0,53058797,125249
58,58,58,1611436090328,Washington Elementary,Berkeley Unified,Alameda,2300 Martin Luther King Junior Way,Berkeley,94704-1412,CA,37.866959,-122.27257,public,1,1,1,1,1,1,0,0,0,0,0,0,0,103.0,75.0,60.0,84.0,76.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,9.0,8.0,9.0,,3.0,8.0,53041081,114335
59,59,59,1611436097729,Berkeley Arts Magnet at Whittier,Berkeley Unified,Alameda,1645 Milvia Street,Berkeley,94709-2073,CA,37.876919,-122.27123,public,1,1,1,1,1,1,0,0,0,0,0,0,0,72.0,60.0,65.0,79.0,81.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,9.0,8.0,9.0,,5.0,6.0,239617025,116822
60,60,60,1611436105316,John Muir Elementary,Berkeley Unified,Alameda,2955 Claremont Avenue,Berkeley,94705-2449,CA,37.857194,-122.24593,public,1,1,1,1,1,1,0,0,0,0,0,0,0,39.0,51.0,43.0,66.0,42.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,8.0,8.0,7.0,,8.0,7.0,53117335,105010
61,61,61,1611500118216,Alma Preschool,Castro Valley Unified,Alameda,4400 Alma Avenue,Castro Valley,94546-3104,CA,37.707693,-122.07038,public,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,53034890,191943
62,62,62,1611500130047,Roy A. Johnson High,Castro Valley Unified,Alameda,18400 Clifton Way,Castro Valley,94546-0146,CA,37.713501,-122.09222,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,,,,,,,2459972364,194291
63,63,63,1611500132225,Castro Valley High,Castro Valley Unified,Alameda,19400 Santa Maria Avenue,Castro Valley,94546-3400,CA,37.705184,-122.07847,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.0,734.0,719.0,714.0,0.0,2920.0,9.0,9.0,8.0,,4.0,2.0,53034901,189730
64,64,64,1611500133876,Castro Valley Virtual Academy,Castro Valley Unified,Alameda,18400 Clifton Way,Castro Valley,94546-2020,CA,37.713501,-122.09222,public,0,0,0,0,0,0,0,0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,6.0,,,,,,,2459972364,194291
65,65,65,1611500135533,Redwood Continuation High,Castro Valley Unified,Alameda,18400 Clifton Way,Castro Valley,94546-0146,CA,37.7128,-122.09305,public,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,48.0,60.0,0.0,117.0,,,,,,,575671796,194176
66,66,66,1611506090351,Castro Valley Elementary,Castro Valley Unified,Alameda,20185 San Miguel Avenue,Castro Valley,94546-0146,CA,37.698047,-122.08102,public,1,1,1,1,1,1,0,0,0,0,0,0,0,113.0,75.0,74.0,88.0,50.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,8.0,8.0,8.0,,8.0,8.0,575671703,186451
67,67,67,1611506090369,Chabot Elementary,Castro Valley Unified,Alameda,19104 Lake Chabot Road,Castro Valley,94546-2936,CA,37.707084,-122.09012,public,1,1,1,1,1,1,0,0,0,0,0,0,0,80.0,79.0,75.0,75.0,79.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,9.0,9.0,9.0,,3.0,4.0,2459972364,188990
68,68,68,1611506090385,Creekside Middle,Castro Valley Unified,Alameda,19722 Center Street,Castro Valley,94546-4704,CA,37.699926,-122.06123999999998,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,260.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,8.0,9.0,9.0,,5.0,5.0,53050576,190456
69,69,69,1611506090393,Independent Elementary,Castro Valley Unified,Alameda,21201 Independent School Road,Castro Valley,94552-4826,CA,37.699109,-122.04975,public,1,1,1,1,1,1,0,0,0,0,0,0,0,121.0,98.0,90.0,100.0,125.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,9.0,10.0,10.0,,5.0,5.0,53062979,199499
70,70,70,1611506090401,Marshall Elementary,Castro Valley Unified,Alameda,20111 Marshall Street,Castro Valley,94546-4656,CA,37.697794,-122.06573,public,1,1,1,1,1,1,0,0,0,0,0,0,0,71.0,70.0,76.0,81.0,89.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,9.0,8.0,8.0,,5.0,5.0,3969163289,190359
71,71,71,1611506090419,Palomares Elementary,Castro Valley Unified,Alameda,6395 Palo Verde Road,Castro Valley,94552-9708,CA,37.695582,-122.0248,public,1,1,1,1,1,1,0,0,0,0,0,0,0,25.0,18.0,24.0,22.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,9.0,9.0,9.0,,3.0,4.0,657794023,199635
72,72,72,1611506090435,Proctor Elementary,Castro Valley Unified,Alameda,17520 Redwood Road,Castro Valley,94546-1434,CA,37.716742,-122.07366,public,1,1,1,1,1,1,0,0,0,0,0,0,0,98.0,77.0,79.0,77.0,88.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,10.0,10.0,10.0,,8.0,7.0,53034890,195034
