SAMPN,PERNO,Unnamed: 0,index,RELAT,GEND,AGE,AGEB,HISP,RACE1,RACE2,RACE3,RACE4,O_RACE,NTVTY,CNTRY,LIC,USER,TRANS,TPTYP1,TPTYP2,TPTYP3,TPTYP4,TPTYP5,TPTYP6,TPTYP7,O_TPTYP,CLIP1,CLIP2,CLIP3,COMP,MET,PASSTL,FLEX,EMPLY,WKSTAT,O_WKSTAT,JOBS,WLOC,WNAME_persons,WCITY_persons,WSTAT,WZIP_persons,WXST1_persons,WXST2_persons,WXCORD_persons,WYCORD_persons,WDAYS,WDAY1,WDAY2,WDAY3,WDAY4,WDAY5,WDAY6,WDAY7,HOURS,WSCHED,COMPR,WMODE,INDUS,O_INDUS,OCCUP,O_OCCUP,WLOC2,WNAME2_persons,WCITY2_persons,WSTAT2,WZIP2_persons,WXST2_1_persons,WXST2_2_persons,WDAYS2,DISAB,DTYPE1,DTYPE2,DTYPE3,DTYPE4,DTYPE5,DTYPE6,DTYPE7,O_DTYPE,DSLIC,EDIS,TTRIP,TRNSUB,SUBAMT,SUBUNT,O_SUBUNT,WTRIP,BTRIP,STUDE,SCHOL,O_SCHOL,SLOC,SONLN,PRESCH,O_PRESCH,SNAME_persons,SCITY_persons,SSTAT,SZIP_persons,SXST1_persons,SXST2_persons,SXCORD_persons,SYCORD_persons,SMODE,EDUCA,O_EDUCA,INTRV,PROXY,CMPLG,HVLOG,PTRIPS,TOLLF,TOLLR1,TOLLR2,TOLLR3,TOLLR4,TOLLR5,TOLLR6,TOLLR7,TOLLR8,TOLLR9,TOLLR10,TOLLB1,TOLLB2,TOLLB3,TOLLB4,TOLLB5,TOLLB6,TOLLB7,TOLLB8,TOLLB9,TOLLB10,HOVL,NOGOWHY,NOGOWHY_O,InComplete,Moto_trip,WCTFIP_persons,WTRACT_persons,SCTFIP_persons,STRACT_persons,WPrimaryCity_persons,WSTFIP_persons,W2PrimaryCity_persons,W2STFIP_persons,SPrimaryCity_persons,SSTFIP_persons,PERWGT,EXPPERWGT,WNAME_lookup,WCITY_lookup,WZIP_lookup,WXST1_lookup,WXST2_lookup,WXCORD_lookup,WYCORD_lookup,WNAME2_lookup,WCITY2_lookup,WZIP2_lookup,WXST2_1_lookup,WXST2_2_lookup,SNAME_lookup,SCITY_lookup,SZIP_lookup,SXST1_lookup,SXST2_lookup,SXCORD_lookup,SYCORD_lookup,WCTFIP_lookup,WTRACT_lookup,WBLOCK,WPrimaryCity_lookup,WSTFIP_lookup,W2PrimaryCity_lookup,W2STFIP_lookup,SCTFIP_lookup,STRACT_lookup,SBLOCK,SPrimaryCity_lookup,SSTFIP_lookup,HCITY,HZIP,HXCORD,HYCORD,HBLOCK,HTRACT,HCTFIP,HPrimaryCity,parcel_id_home,parcel_id_work,zone_id_home,zone_id_work,SNAME_SZIP_loopup
1125492,3,254,1180,3,2,18,,1,1.0,,,,,1,,2.0,,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,5,0.0,1,4.0,,2.0,,,,HIDDEN,SAN JOSE,CA,95120.0,,,HIDDEN,HIDDEN,1.0,1,,1.0,,1,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,511907.0,,,,,SAN JOSE,6.0,1.79116554,606.87505072,,,,,,,,,,,,,leland high,SAN JOSE,95120,,,-121.842901,37.217065000000005,,,,,,,,85.0,511907.0,60855119072024.0,SAN JOSE,6.0,SAN JOSE,95120,-121.838595,37.210091,60855119121001,511912,85,SAN JOSE,1686311,,694,,leland high 95120
1125585,3,257,1187,3,2,10,,2,4.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,0,0.0,1,3.0,,2.0,,,,HIDDEN,MOUNTAIN VIEW,CA,94040.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,2.0,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,509902.0,,,,,MOUNTAIN VIEW,6.0,1.20346562,407.75307756,,,,,,,,,,,,,heff elementary,MOUNTAIN VIEW,94040,,,-122.0738797,37.374738799999996,,,,,,,,85.0,509902.0,60855099021008.0,MOUNTAIN VIEW,6.0,MOUNTAIN VIEW,94040,-122.064904,37.3614869,60855099023016,509902,85,MOUNTAIN VIEW,1344877,,389,,heff elementary 94040
1126078,2,267,1213,3,1,11,,1,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,,,,,,,,,2.0,0,,,,,5,3.0,1,3.0,,2.0,,,,HIDDEN,BRENTWOOD,CA,94513.0,,,HIDDEN,HIDDEN,18.0,1,,2.0,1.0,2,,8.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,13.0,304001.0,,,,,BRENTWOOD,6.0,2.21208128,749.48792173,,,,,,,,,,,,,erey elementary,BRENTWOOD,94513,,,-121.737347,37.91912,,,,,,,,13.0,304001.0,60133040011021.0,BRENTWOOD,6.0,BRENTWOOD,94513,-121.7344062,37.9434573,60133032031059,303203,13,BRENTWOOD,450877,,1178,,erey elementary 94513
1127004,3,275,1289,3,2,17,,2,1.0,,,,,2,1996.0,1.0,3.0,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,5,0.0,1,4.0,,2.0,,,,HIDDEN,SAN MATEO,CA,94403.0,,,HIDDEN,HIDDEN,5.0,1,,,,1,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,81.0,607300.0,,,,,SAN MATEO,6.0,0.61735432,209.16935222,,,,,,,,,,,,,hillsdale high,SAN MATEO,94403,,,-122.3141801,37.531775399999994,,,,,,,,81.0,607300.0,60816073003003.0,SAN MATEO,6.0,SAN MATEO,94403,-122.31851,37.53468,60816073001003,607300,81,SAN MATEO,1135436,,283,,hillsdale high 94403
1127004,4,276,1290,3,2,16,,2,1.0,,,,,2,1996.0,1.0,2.0,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,11,0.0,1,4.0,,2.0,,,,HIDDEN,SAN MATEO,CA,94403.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,81.0,607300.0,,,,,SAN MATEO,6.0,0.61735432,209.16935222,,,,,,,,,,,,,hillsdale high,SAN MATEO,94403,,,-122.3141801,37.531775399999994,,,,,,,,81.0,607300.0,60816073003003.0,SAN MATEO,6.0,SAN MATEO,94403,-122.31851,37.53468,60816073001003,607300,81,SAN MATEO,1135436,,283,,hillsdale high 94403
1127225,3,279,1313,3,1,16,,2,1.0,,,,,1,,1.0,1.0,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,5,0.0,1,4.0,,2.0,,,,HIDDEN,PETALUMA,CA,94954.0,,,HIDDEN,HIDDEN,1.0,1,,1.0,,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,97.0,150602.0,,,,,PETALUMA,6.0,0.579454,196.3281268,,,,,,,,,,,,,casa grande,PETALUMA,94954,,,-122.59799960000001,38.2424424,,,,,,,,97.0,150602.0,60971506022005.0,PETALUMA,6.0,PETALUMA,94954,-122.613404,38.244023,60971506023015,150602,97,PETALUMA,1999102,,1334,,casa grande 94954
1127272,3,282,1316,3,1,7,,2,4.0,1.0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,10,0.0,1,3.0,,2.0,,,,HIDDEN,SAN JOSE,CA,95132.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,504307.0,,,,,SAN JOSE,6.0,0.54728248,185.42791106,,,,,,,,,,,,,summerdale elementary,SAN JOSE,95132,,,-121.850796,37.389276,,,,,,,,85.0,504307.0,60855043072001.0,SAN JOSE,6.0,SAN JOSE,95132,-121.8519,37.387793,60855043072008,504307,85,SAN JOSE,1618532,,627,,summerdale elementary 95132
1127272,4,283,1317,3,1,7,,2,4.0,1.0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,10,0.0,1,3.0,,2.0,,,,HIDDEN,SAN JOSE,CA,95132.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,504307.0,,,,,SAN JOSE,6.0,0.54728248,185.42791106,,,,,,,,,,,,,summerdale elementary,SAN JOSE,95132,,,-121.850796,37.389276,,,,,,,,85.0,504307.0,60855043072001.0,SAN JOSE,6.0,SAN JOSE,95132,-121.8519,37.387793,60855043072008,504307,85,SAN JOSE,1618532,,627,,summerdale elementary 95132
1127272,5,284,1318,3,1,7,,2,1.0,4.0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,10,0.0,1,3.0,,2.0,,,,HIDDEN,SAN JOSE,CA,95132.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,504307.0,,,,,SAN JOSE,6.0,0.54728248,185.42791106,,,,,,,,,,,,,summerdale elementary,SAN JOSE,95132,,,-121.850796,37.389276,,,,,,,,85.0,504307.0,60855043072001.0,SAN JOSE,6.0,SAN JOSE,95132,-121.8519,37.387793,60855043072008,504307,85,SAN JOSE,1618532,,627,,summerdale elementary 95132
1127492,2,290,1336,3,2,14,,2,4.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,2.0,,,,2,0.0,1,4.0,,2.0,,,,HIDDEN,SAN JOSE,CA,95123.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,85.0,512023.0,,,,,SAN JOSE,6.0,1.65166982,559.61170759,,,,,,,,,,,,,oakgrove high,SAN JOSE,95123,,,-121.81897040000001,37.2537224,,,,,,,,85.0,512023.0,60855120232005.0,SAN JOSE,6.0,SAN JOSE,95111,-121.80877199999999,37.275731,60855120172017,512017,85,SAN JOSE,1663666,,670,,oakgrove high 95123
1127492,3,291,1337,3,2,13,,2,4.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,2.0,,,,3,0.0,1,3.0,,2.0,,,,HIDDEN,MOUNTAIN VIEW,CA,94040.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,85.0,509801.0,,,,,MOUNTAIN VIEW,6.0,1.65166982,559.61170759,,,,,,,,,,,,,st joseph mountain view elementary,MOUNTAIN VIEW,94040,,,-122.08726599999999,37.385005,,,,,,,,85.0,509801.0,60855098013000.0,MOUNTAIN VIEW,6.0,SAN JOSE,95111,-121.80877199999999,37.275731,60855120172017,512017,85,SAN JOSE,1663666,,670,,st joseph mountain view elementary 94040
1127626,3,294,1348,3,1,14,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,2,0.0,1,4.0,,2.0,,,,HIDDEN,SAN MATEO,CA,94401.0,,,HIDDEN,HIDDEN,7.0,1,,2.0,1.0,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,81.0,606000.0,,,,,SAN MATEO,6.0,0.51744949,175.32002599,,,,,,,,,,,,,san mateo high,SAN MATEO,94401,,,-122.3298265,37.5760705,,,,,,,,81.0,606000.0,60816060001017.0,SAN MATEO,6.0,SAN MATEO,94404,-122.268759,37.5459419,60816080022002,608002,81,SAN MATEO,1232667,,271,,san mateo high 94401
1127626,4,295,1349,3,2,12,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,4,2.0,,,,2,2.0,1,3.0,,2.0,,,,HIDDEN,FOSTER CITY,CA,94404.0,,,HIDDEN,HIDDEN,15.0,1,,2.0,2.0,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,81.0,608300.0,,,,,SAN MATEO,6.0,0.51744949,175.32002599,,,,,,,,,,,,,bowditch,FOSTER CITY,94404,,,-122.24878000000001,37.55905,,,,,,,,81.0,608300.0,60816083002003.0,SAN MATEO,6.0,SAN MATEO,94404,-122.268759,37.5459419,60816080022002,608002,81,SAN MATEO,1232667,,271,,bowditch 94404
1127626,5,296,1350,3,1,7,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,3,6.0,1,3.0,,2.0,,,,HIDDEN,FOSTER CITY,CA,94404.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,2.0,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,81.0,608004.0,,,,,SAN MATEO,6.0,0.51744949,175.32002599,,,,,,,,,,,,,forster city elem,FOSTER CITY,94404,,,-122.27398400000001,37.546539,,,,,,,,81.0,608004.0,60816080042002.0,SAN MATEO,6.0,SAN MATEO,94404,-122.268759,37.5459419,60816080022002,608002,81,SAN MATEO,1232667,,271,,forster city elem 94404
1128740,3,310,1450,3,1,7,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,2.0,,,,25,3.0,1,3.0,,2.0,,,,HIDDEN,STANFORD,CA,94305.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,511500.0,,,,,STANFORD,6.0,0.77160117,261.43061038,,,,,,,,,,,,,nixon elementary,STANFORD,94305,,,-122.15629399999999,37.414364,,,,,,,,85.0,511500.0,60855115004003.0,STANFORD,6.0,STANFORD,94305,-122.16208400000001,37.415534,60855115005043,511500,85,STANFORD,1312407,,350,,nixon elementary 94305
1128740,5,312,1452,3,2,5,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,2.0,,,,25,3.0,1,3.0,,2.0,,,,HIDDEN,STANFORD,CA,94305.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,511500.0,,,,,STANFORD,6.0,0.77160117,261.43061038,,,,,,,,,,,,,nixon elementary,STANFORD,94305,,,-122.15629399999999,37.414364,,,,,,,,85.0,511500.0,60855115004003.0,STANFORD,6.0,STANFORD,94305,-122.16208400000001,37.415534,60855115005043,511500,85,STANFORD,1312407,,350,,nixon elementary 94305
1128764,3,315,1459,3,1,9,,2,2.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,14,1.0,1,3.0,,2.0,,,,HIDDEN,SAN FRANCISCO,CA,94117.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,75.0,16500.0,,,,,SAN FRANCISCO,6.0,1.65473382,560.6498362000001,,,,,,,,,,,,,new traditions elementary,SAN FRANCISCO,94117,,,-122.4504413,37.7742909,,,,,,,,75.0,16500.0,60750165003002.0,SAN FRANCISCO,6.0,SAN FRANCISCO,94117,-122.441898,37.7745829,60750165001003,16500,75,SAN FRANCISCO,910983,,87,,new traditions elementary 94117
1129862,5,339,1584,3,2,16,,1,1.0,,,,,1,,2.0,,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,0,0.0,1,4.0,,2.0,,,,HIDDEN,SAN JOSE,CA,95127.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,503509.0,,,,,SAN JOSE,6.0,1.93977488,657.22623048,,,,,,,,,,,,,mt pleasant high,SAN JOSE,95127,,,-121.81008200000001,37.34661,,,,,,,,85.0,503509.0,60855035091004.0,SAN JOSE,6.0,SAN JOSE,95148,-121.80968700000001,37.34217,60855035111008,503511,85,SAN JOSE,1570845,,640,,mt pleasant high 95127
2560802,3,351,67168,3,2,12,,2,1.0,,,,,2,2001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,6.0,1,3.0,,2.0,,,,HIDDEN,LOS ALTOS,CA,94022.0,,,HIDDEN,HIDDEN,2.0,1,,2.0,2.0,1,1.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,510500.0,,,,,LOS ALTOS,6.0,0.5814083999999999,196.99030816,,,,,,,,,,,,,egan junior high,LOS ALTOS,94022, , ,-122.117651,37.396260999999996,,,,,,,,85.0,510500.0,60855105003001.0,LOS ALTOS,6.0,MOUNTAIN VIEW,94040,-122.113064,37.406669,60855094013000,509401,85,MOUNTAIN VIEW,1315921,,365,,egan junior high 94022
2560802,4,352,67169,3,1,9,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,4.0,1,3.0,,2.0,,,,HIDDEN,LOS ALTOS,CA,94022.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,2.0,1,1.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,510500.0,,,,,LOS ALTOS,6.0,0.5814083999999999,196.99030816,,,,,,,,,,,,,santa rita elementary,LOS ALTOS,94022, , ,-122.12218600000001,37.394107,,,,,,,,85.0,510500.0,60855105002009.0,LOS ALTOS,6.0,MOUNTAIN VIEW,94040,-122.113064,37.406669,60855094013000,509401,85,MOUNTAIN VIEW,1315921,,365,,santa rita elementary 94022
1130726,3,355,1646,3,2,17,,2,1.0,,,,,1,,1.0,4.0,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,20,0.0,1,4.0,,2.0,,,,HIDDEN,LOS GATOS,CA,95030.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,507001.0,,,,,LOS GATOS,6.0,0.95102546,322.22238155,,,,,,,,,,,,,lg high,LOS GATOS,95030,,,-121.97625520000001,37.222809999999996,,,,,,,,85.0,507001.0,60855070014001.0,LOS GATOS,6.0,LOS GATOS,95030,-121.991601,37.23304,60855070012015,507001,85,LOS GATOS,1583706,,511,,lg high 95030
1130726,4,356,1647,3,1,13,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,14,14.0,1,3.0,,2.0,,,,HIDDEN,LOS GATOS,CA,95032.0,,,HIDDEN,HIDDEN,2.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,507001.0,,,,,LOS GATOS,6.0,0.95102546,322.22238155,,,,,,,,,,,,,rj fisher,LOS GATOS,95032,,,-121.96870700000001,37.233515999999995,,,,,,,,85.0,507001.0,60855070013000.0,LOS GATOS,6.0,LOS GATOS,95030,-121.991601,37.23304,60855070012015,507001,85,LOS GATOS,1583706,,511,,rj fisher 95032
1131268,3,368,1680,7,1,8,,2,2.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,1,1.0,1,3.0,,2.0,,,,HIDDEN,SAN LORENZO,CA,94580.0,,,HIDDEN,HIDDEN,18.0,1,,,,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,1.0,433800.0,,,,,SAN LORENZO,6.0,1.50547809,510.07965083,,,,,,,,,,,,,asperian elementary,SAN LORENZO,94580,,,-122.1252087,37.6940516,,,,,,,,1.0,433800.0,60014338004001.0,SAN LORENZO,6.0,SAN LEANDRO,94578,-122.11095900000001,37.694944,60014339004005,433900,1,SAN LEANDRO,174508,,854,,asperian elementary 94580
1131385,3,378,1699,3,2,6,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,98,0.0,1,3.0,,2.0,,,,HIDDEN,MENLO PARK,CA,94025.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,81.0,612800.0,,,,,MENLO PARK,6.0,0.43077624,145.95376583,,,,,,,,,,,,,oak knoll elementary,MENLO PARK,94025,,,-122.19109099999999,37.430271999999995,,,,,,,,81.0,612800.0,60816128002020.0,MENLO PARK,6.0,MENLO PARK,94025,-122.179914,37.446635,60816126001005,612600,81,MENLO PARK,1209234,,341,,oak knoll elementary 94025
1132059,3,385,1765,3,2,11,,2,4.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,3,1.0,1,3.0,,2.0,,,,HIDDEN,PLEASANTON,CA,94566.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,2.0,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,450605.0,,,,,PLEASANTON,6.0,2.26371634,766.98269018,,,,,,,,,,,,,harvest park middle,PLEASANTON,94566,,,-121.882686,37.675554999999996,,,,,,,,1.0,450605.0,60014506052001.0,PLEASANTON,6.0,PLEASANTON,94588,-121.885479,37.6888961,60014507432022,450743,1,PLEASANTON,369218,,742,,harvest park middle 94566
1132059,4,386,1766,3,1,7,,2,4.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,3,3.0,1,3.0,,2.0,,,,HIDDEN,PLEASANTON,CA,94588.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,2.0,1,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,450745.0,,,,,PLEASANTON,6.0,2.26371634,766.98269018,,,,,,,,,,,,,henry p. mohr elementary,PLEASANTON,94588,,,-121.86043500000001,37.6918999,,,,,,,,1.0,450745.0,60014507451000.0,PLEASANTON,6.0,PLEASANTON,94588,-121.885479,37.6888961,60014507432022,450743,1,PLEASANTON,369218,,742,,henry p. mohr elementary 94588
1132119,2,388,1772,3,2,7,,1,5.0,3.0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,5,,2,3.0,,2.0,,,,HIDDEN,OAKLAND,CA,94601.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,406100.0,,,,,OAKLAND,6.0,1.96084097,664.36375383,,,,,,,,,,,,,international community,OAKLAND,94601,,,-122.230805,37.779451,,,,,,,,1.0,406100.0,60014061004014.0,OAKLAND,6.0,OAKLAND,94605,-122.15713500000001,37.747851000000004,60014101001022,410100,1,OAKLAND,81768,,882,,international community 94601
1132139,3,393,1782,3,1,12,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,5,0.0,1,3.0,,2.0,,,,HIDDEN,SAN FRANCISCO,CA,94121.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,75.0,42700.0,,,,,SAN FRANCISCO,6.0,0.73500745,249.03208198,,,,,,,,,,,,,presidio middle,SAN FRANCISCO,94121,,,-122.4901805,37.7812978,,,,,,,,75.0,42700.0,60750427002005.0,SAN FRANCISCO,6.0,SAN FRANCISCO,94122,-122.50350790000002,37.7642369,60750352021000,35202,75,SAN FRANCISCO,928834,,180,,presidio middle 94121
1132139,4,394,1783,3,2,10,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,5,2.0,1,3.0,,2.0,,,,HIDDEN,SAN FRANCISCO,CA,94121.0,,,HIDDEN,HIDDEN,2.0,1,,2.0,1.0,1,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,75.0,47801.0,,,,,SAN FRANCISCO,6.0,0.73500745,249.03208198,,,,,,,,,,,,,lafayette elementary,SAN FRANCISCO,94121,,,-122.4974034,37.7771298,,,,,,,,75.0,47801.0,60750478012003.0,SAN FRANCISCO,6.0,SAN FRANCISCO,94122,-122.50350790000002,37.7642369,60750352021000,35202,75,SAN FRANCISCO,928834,,180,,lafayette elementary 94121
1132468,3,405,1801,3,2,12,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,1,0.0,1,3.0,,2.0,,,,HIDDEN,OCCIDENTAL,CA,95465.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,97.0,154302.0,,,,,OCCIDENTAL,6.0,0.67375569,228.27902191,,,,,,,,,,,,,salmon creek harmony,OCCIDENTAL,95465,,,-122.932162,38.389908,,,,,,,,97.0,154302.0,60971543022002.0,OCCIDENTAL,6.0,SEBASTOPOL,95472,-122.83393659999999,38.4052625,60971534016000,153401,97,SEBASTOPOL,1872731,,1384,,salmon creek harmony 95465
